dataset,technique_type,query_index,ap,auc,lag_normalized_inverted,query_id
EBT,TRANSITIVE,6,0.9041548351899092,0.8421052631578948,0.7999999999999999,11
EBT,TRANSITIVE,7,0.9079650138334024,0.8455008488964347,0.8064516129032258,12
EBT,TRANSITIVE,9,0.8931423545541195,0.8404074702886248,0.7967741935483871,14
EBT,TRANSITIVE,10,0.0833333333333333,0.7755102040816326,0.0,15
EBT,TRANSITIVE,11,0.9062598107390708,0.8505942275042445,0.8161290322580645,16
EBT,TRANSITIVE,20,0.8493976669745666,0.7877758913412565,0.6967741935483871,25
EBT,TRANSITIVE,12,0.8386591425905349,0.7996604414261461,0.7193548387096774,17
EBT,TRANSITIVE,8,0.8948617327494999,0.8438030560271647,0.8032258064516129,13
EBT,HYBRID,10,0.5,0.979591836734694,1.0,15
EBT,HYBRID,11,0.860278621456879,0.7758913412563667,0.6741935483870968,16
EBT,HYBRID,12,0.7489784184757226,0.697792869269949,0.5258064516129032,17
EBT,HYBRID,13,0.7913577195826607,0.7181663837011885,0.564516129032258,18
EBT,HYBRID,7,0.911654661735574,0.8488964346349747,0.8129032258064516,12
EBT,HYBRID,8,0.8929924092599534,0.8488964346349746,0.8129032258064516,13
EBT,HYBRID,34,0.8344664020176081,0.7470288624787775,0.6193548387096773,39
EBT,HYBRID,6,0.9108949196835012,0.8522920203735145,0.8193548387096774,11
EBT,DIRECT,30,0.7222303124023338,0.6561969439728353,0.4419354838709676,35
EBT,TRANSITIVE,0,0.91315361962204,0.8539898132427844,0.8225806451612903,3
WARC,HYBRID,4,0.9583333333333334,0.9907407407407408,0.9819121447028424,15
WARC,DIRECT,7,0.7613095238095238,0.837962962962963,0.6925064599483204,19
WARC,HYBRID,5,0.9444444444444444,0.986111111111111,0.9728682170542635,16
WARC,HYBRID,2,1.0,1.0,1.0,8
WARC,HYBRID,1,0.4634024621994546,0.7510204081632653,0.5271317829457365,6
WARC,HYBRID,0,0.6457509881422925,0.8194444444444444,0.6472868217054264,1
WARC,TRANSITIVE,6,0.8972222222222223,0.9814814814814814,0.9638242894056848,18
WARC,TRANSITIVE,5,0.875,0.9166666666666669,0.8372093023255813,16
WARC,TRANSITIVE,0,0.6395927601809954,0.8842592592592593,0.7739018087855296,1
WARC,TRANSITIVE,7,0.8263888888888888,0.9305555555555556,0.8643410852713178,19
WARC,TRANSITIVE,1,0.3843216415422793,0.7224489795918367,0.4728682170542635,6
WARC,HYBRID,6,1.0,1.0,1.0,18
WARC,TRANSITIVE,4,0.9583333333333334,0.9907407407407408,0.9819121447028424,15
WARC,TRANSITIVE,3,0.1856107196865389,0.5265306122448979,0.10077519379844946,9
WARC,HYBRID,3,0.1772295092125919,0.4816326530612245,0.015503875968992165,9
WARC,DIRECT,6,0.9761904761904762,0.9953703703703703,0.9909560723514212,18
WARC,DIRECT,0,0.488095238095238,0.6597222222222221,0.30361757105943143,1
WARC,DIRECT,1,0.4585101234169557,0.7387755102040816,0.5038759689922481,6
WARC,DIRECT,2,1.0,1.0,1.0,8
WARC,DIRECT,3,0.1742008265756895,0.473469387755102,0.0,9
WARC,DIRECT,4,0.6517857142857143,0.8356481481481483,0.7286821705426356,15
WARC,DIRECT,5,0.8833333333333333,0.976851851851852,0.9547803617571059,16
WARC,TRANSITIVE,2,0.1666666666666666,0.8780487804878049,0.7286821705426356,8
WARC,HYBRID,7,0.8041666666666667,0.875,0.7558139534883721,19
