dataset,name,map,auc,lag,iteration,percent
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.816,0.866,139.198,6.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.816,0.873,131.92,73.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.817,0.861,144.346,5.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.817,0.855,150.775,81.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.818,0.896,107.434,12.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.818,0.852,153.097,57.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.82,0.86,144.794,45.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.821,0.873,132.097,51.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.822,0.865,139.802,20.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.823,0.852,152.987,48.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.823,0.871,134.244,4.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.823,0.867,137.654,26.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.823,0.882,122.501,59.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.823,0.859,146.228,7.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.823,0.867,138.273,14.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.827,0.884,119.885,46.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.827,0.883,121.351,93.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.827,0.862,143.501,37.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.827,0.872,132.512,82.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.828,0.866,139.134,61.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.828,0.888,115.627,88.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.828,0.851,154.416,63.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.828,0.875,130.027,11.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.829,0.861,143.786,86.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.829,0.873,131.879,15.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.83,0.881,123.078,96.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.83,0.881,123.842,75.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.83,0.885,118.807,35.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.83,0.879,125.901,70.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.831,0.873,131.357,23.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.831,0.889,115.542,9.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.831,0.846,159.587,97.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.833,0.866,138.737,24.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.834,0.888,116.105,0.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.834,0.864,141.544,13.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.834,0.893,110.796,27.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.834,0.876,128.408,58.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.835,0.871,134.013,33.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.835,0.872,132.501,42.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.836,0.888,116.005,34.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.838,0.882,122.807,62.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.84,0.877,127.649,84.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.841,0.901,102.365,30.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.841,0.885,118.853,85.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.842,0.879,125.981,10.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.842,0.888,115.678,69.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.843,0.894,109.834,65.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.843,0.886,118.292,49.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.843,0.885,118.869,40.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.843,0.883,121.308,67.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.844,0.88,124.499,89.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.844,0.876,128.603,1.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.844,0.885,119.563,54.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.847,0.883,121.365,79.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.847,0.886,117.721,21.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.847,0.881,123.807,83.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.847,0.883,121.051,64.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.848,0.895,109.37,31.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.848,0.895,108.424,74.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.851,0.898,106.273,78.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.851,0.91,93.448,8.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.852,0.888,115.737,47.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.854,0.902,102.115,90.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.855,0.869,135.66,72.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.856,0.89,114.212,95.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.86,0.883,121.062,76.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.863,0.919,84.378,71.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.857,0.898,106.027,76.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.866,0.914,89.019,73.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.871,0.922,81.177,28.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.873,0.915,88.367,24.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.874,0.92,82.737,6.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.875,0.92,83.255,91.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.875,0.897,106.461,54.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.877,0.929,73.96,59.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.877,0.914,89.225,49.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.879,0.913,89.869,21.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.879,0.909,94.263,92.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.88,0.902,101.877,98.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.881,0.915,88.456,19.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.882,0.925,77.512,36.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.883,0.93,72.236,46.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.885,0.927,75.378,61.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.885,0.915,88.625,17.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.885,0.933,69.212,14.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.886,0.93,72.635,57.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.886,0.931,71.944,94.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.886,0.91,93.491,63.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.887,0.909,94.236,56.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.887,0.931,71.3,44.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.888,0.919,83.517,80.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.888,0.914,89.027,82.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.888,0.935,67.504,37.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.888,0.91,93.676,22.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.889,0.929,74.07,69.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.89,0.927,75.558,93.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.89,0.929,73.836,70.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.891,0.922,80.601,35.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.892,0.921,81.71,7.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.892,0.915,88.453,64.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.892,0.917,86.55,43.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.893,0.928,74.59,18.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.893,0.916,86.847,34.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.893,0.935,67.027,23.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.894,0.924,78.871,55.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.894,0.925,78.021,25.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.895,0.935,67.55,12.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.895,0.934,68.314,77.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.895,0.918,85.381,0.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.896,0.927,75.678,9.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.896,0.934,68.059,60.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.897,0.928,75.032,58.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.897,0.93,72.748,96.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.898,0.922,80.568,62.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.899,0.93,72.418,40.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.899,0.937,65.504,47.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.899,0.923,80.029,85.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.899,0.944,57.598,95.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.901,0.931,71.279,48.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.901,0.937,65.751,65.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.901,0.947,55.046,99.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.901,0.944,58.265,84.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.903,0.934,68.861,74.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.903,0.94,61.783,67.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.903,0.938,64.008,11.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.903,0.922,81.083,53.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.905,0.939,63.678,27.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.905,0.944,57.917,87.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.905,0.93,72.448,78.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.906,0.936,66.255,42.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.906,0.936,66.389,20.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.906,0.941,61.332,45.0,0.2
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.200000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.906,0.926,76.52,15.0,0.2
