,family,type,percentile,original_group
165,transitive,non-links,0.1235955056179775,low
166,transitive,non-links,0.2359550561797753,high
167,transitive,non-links,0.0674157303370787,high
168,transitive,non-links,0.1123595505617978,low
169,transitive,non-links,0.151685393258427,low
170,transitive,non-links,0.898876404494382,high
171,transitive,non-links,0.752808988764045,high
172,transitive,non-links,0.3314606741573034,low
173,transitive,non-links,0.797752808988764,medium
174,transitive,non-links,0.1910112359550562,medium
175,transitive,non-links,0.022471910112359605,low
176,transitive,non-links,0.3314606741573034,low
177,transitive,non-links,0.449438202247191,medium
178,hybrid,non-links,0.9325842696629214,high
179,hybrid,non-links,0.7303370786516854,medium
180,hybrid,non-links,0.0786516853932584,low
181,hybrid,non-links,0.2528089887640449,low
182,hybrid,non-links,0.752808988764045,medium
183,hybrid,non-links,0.348314606741573,low
184,hybrid,non-links,0.9550561797752809,high
185,hybrid,non-links,0.7752808988764045,high
186,hybrid,non-links,0.6179775280898876,medium
187,hybrid,non-links,0.1348314606741573,low
188,hybrid,non-links,0.3820224719101124,medium
189,hybrid,non-links,0.6853932584269663,medium
190,hybrid,non-links,0.9101123595505618,high
191,hybrid,non-links,0.5280898876404494,high
192,hybrid,links,0.101123595505618,low
193,hybrid,non-links,0.4269662921348315,high
194,hybrid,non-links,0.9775280898876404,high
195,hybrid,links,0.5955056179775281,high
196,hybrid,non-links,0.4943820224719101,medium
197,hybrid,non-links,0.5617977528089888,high
198,hybrid,links,0.9438202247191011,high
199,hybrid,non-links,0.9213483146067416,high
200,hybrid,non-links,0.1910112359550562,low
201,hybrid,non-links,0.5393258426966292,high
202,hybrid,non-links,0.2247191011235955,low
203,hybrid,non-links,0.7191011235955056,high
204,hybrid,non-links,0.5842696629213483,high
205,hybrid,non-links,0.8876404494382022,high
206,hybrid,non-links,0.2359550561797753,low
207,hybrid,non-links,0.3707865168539326,high
208,hybrid,non-links,0.3932584269662921,low
209,hybrid,non-links,0.2808988764044944,medium
210,hybrid,non-links,0.898876404494382,high
211,hybrid,non-links,0.8314606741573034,high
212,hybrid,non-links,0.5730337078651686,high
213,hybrid,non-links,0.4157303370786517,low
214,hybrid,non-links,0.8426966292134832,high
215,hybrid,non-links,0.0449438202247191,low
216,hybrid,non-links,0.202247191011236,low
217,hybrid,non-links,0.2696629213483146,low
218,hybrid,non-links,0.1685393258426966,low
219,hybrid,non-links,0.6292134831460674,medium
220,hybrid,non-links,0.4382022471910112,medium
221,hybrid,non-links,0.011235955056179803,low
222,hybrid,non-links,0.696629213483146,high
223,hybrid,non-links,0.0898876404494382,low
224,hybrid,non-links,0.6629213483146068,high
225,hybrid,non-links,0.9775280898876404,high
226,hybrid,non-links,0.9775280898876404,high
227,hybrid,non-links,0.3146067415730337,high
228,hybrid,non-links,0.4831460674157303,high
229,hybrid,non-links,0.6404494382022472,high
230,hybrid,non-links,0.0,low
231,hybrid,non-links,0.4719101123595506,medium
232,hybrid,non-links,0.4044943820224719,medium
233,hybrid,non-links,0.5168539325842696,high
234,hybrid,non-links,0.6741573033707865,high
235,hybrid,non-links,0.1123595505617978,low
236,hybrid,non-links,0.1460674157303371,low
237,hybrid,non-links,0.7415730337078652,high
238,hybrid,non-links,0.550561797752809,high
239,hybrid,non-links,0.651685393258427,high
240,hybrid,non-links,0.8202247191011236,high
241,hybrid,non-links,0.1573033707865169,low
242,hybrid,non-links,0.2134831460674157,low
243,hybrid,non-links,0.6067415730337078,medium
244,hybrid,non-links,0.0674157303370787,low
245,hybrid,non-links,0.3033707865168539,low
246,hybrid,non-links,0.449438202247191,medium
247,hybrid,non-links,0.3595505617977528,high
248,hybrid,non-links,0.7865168539325843,high
249,hybrid,non-links,0.8539325842696629,high
250,hybrid,non-links,0.2921348314606742,low
251,hybrid,non-links,0.8089887640449438,high
252,hybrid,non-links,0.1235955056179775,high
253,hybrid,non-links,0.7640449438202247,high
254,hybrid,non-links,0.0561797752808989,low
255,hybrid,non-links,0.797752808988764,high
256,hybrid,non-links,0.8764044943820225,high
257,hybrid,non-links,0.022471910112359605,low
258,hybrid,non-links,0.2528089887640449,low
259,hybrid,non-links,0.8651685393258427,high
260,hybrid,non-links,0.7078651685393258,high
261,hybrid,non-links,0.3258426966292135,low
262,hybrid,non-links,0.5056179775280899,medium
263,hybrid,non-links,0.1797752808988764,medium
264,hybrid,non-links,0.0337078651685393,low
265,hybrid,non-links,0.3370786516853933,low
266,hybrid,non-links,0.4606741573033708,medium
267,direct,non-links,0.6404494382022472,medium
268,direct,links,0.6404494382022472,medium
269,direct,non-links,0.6404494382022472,medium
270,direct,non-links,0.6404494382022472,medium
271,direct,links,0.6404494382022472,medium
272,direct,non-links,0.2808988764044944,low
273,direct,links,0.6404494382022472,medium
274,direct,non-links,0.6404494382022472,medium
275,direct,non-links,0.6404494382022472,medium
276,direct,non-links,0.0786516853932584,low
277,direct,non-links,0.6404494382022472,medium
278,direct,links,0.0337078651685393,low
279,direct,non-links,0.6404494382022472,medium
280,direct,non-links,0.6404494382022472,medium
281,direct,non-links,0.2247191011235955,low
282,direct,non-links,0.6404494382022472,medium
283,direct,non-links,0.6404494382022472,medium
284,direct,non-links,0.6404494382022472,medium
285,direct,links,0.1797752808988764,low
286,direct,non-links,0.6404494382022472,medium
287,direct,non-links,0.6404494382022472,medium
288,direct,links,0.0561797752808989,low
289,direct,non-links,0.101123595505618,low
290,direct,non-links,0.6404494382022472,medium
291,direct,non-links,0.1348314606741573,low
292,direct,non-links,0.6404494382022472,medium
293,direct,non-links,0.6404494382022472,medium
294,direct,non-links,0.6404494382022472,medium
295,direct,non-links,0.0898876404494382,low
296,direct,non-links,0.6404494382022472,medium
297,direct,non-links,0.1573033707865169,low
298,direct,non-links,0.6404494382022472,medium
299,direct,non-links,0.6404494382022472,medium
300,direct,non-links,0.2134831460674157,low
301,direct,non-links,0.6404494382022472,medium
302,direct,non-links,0.0449438202247191,low
303,direct,non-links,0.6404494382022472,medium
304,direct,non-links,0.6404494382022472,medium
305,direct,non-links,0.1460674157303371,low
306,direct,non-links,0.1685393258426966,low
307,direct,non-links,0.6404494382022472,medium
308,direct,non-links,0.6404494382022472,medium
309,direct,non-links,0.0674157303370787,low
310,direct,non-links,0.011235955056179803,low
311,direct,non-links,0.6404494382022472,medium
312,direct,non-links,0.022471910112359605,low
313,direct,non-links,0.6404494382022472,medium
314,direct,non-links,0.6404494382022472,medium
315,direct,non-links,0.6404494382022472,medium
316,direct,non-links,0.6404494382022472,medium
317,direct,non-links,0.6404494382022472,medium
318,direct,non-links,0.6404494382022472,medium
319,direct,non-links,0.6404494382022472,medium
320,direct,non-links,0.6404494382022472,medium
321,direct,non-links,0.6404494382022472,medium
322,direct,non-links,0.6404494382022472,medium
323,direct,non-links,0.6404494382022472,medium
324,direct,non-links,0.6404494382022472,medium
325,direct,non-links,0.6404494382022472,medium
326,direct,non-links,0.6404494382022472,medium
327,direct,non-links,0.6404494382022472,medium
328,direct,non-links,0.6404494382022472,medium
329,direct,non-links,0.6404494382022472,medium
330,direct,non-links,0.202247191011236,low
331,direct,non-links,0.1235955056179775,low
332,direct,non-links,0.2696629213483146,low
333,direct,non-links,0.1123595505617978,low
334,direct,non-links,0.6404494382022472,medium
335,direct,non-links,0.6404494382022472,medium
336,direct,non-links,0.6404494382022472,medium
337,direct,non-links,0.6404494382022472,medium
338,direct,non-links,0.6404494382022472,medium
339,direct,non-links,0.2584269662921348,low
340,direct,non-links,0.6404494382022472,medium
341,direct,non-links,0.6404494382022472,medium
342,direct,non-links,0.6404494382022472,medium
343,direct,non-links,0.2359550561797753,low
344,direct,non-links,0.6404494382022472,medium
345,direct,non-links,0.2471910112359551,low
346,direct,non-links,0.0,low
347,direct,non-links,0.6404494382022472,medium
348,direct,non-links,0.6404494382022472,medium
349,direct,links,0.1910112359550562,low
350,direct,non-links,0.6404494382022472,medium
351,direct,non-links,0.6404494382022472,medium
352,direct,non-links,0.6404494382022472,medium
353,direct,non-links,0.6404494382022472,medium
354,direct,non-links,0.6404494382022472,medium
355,direct,non-links,0.6404494382022472,medium
356,transitive,non-links,0.9101123595505618,medium
357,transitive,links,0.702247191011236,medium
358,transitive,non-links,0.6741573033707865,medium
359,transitive,non-links,0.1741573033707865,medium
360,transitive,links,0.7640449438202247,medium
361,transitive,non-links,0.3707865168539326,low
362,transitive,links,0.9213483146067416,medium
363,transitive,non-links,0.6629213483146068,medium
364,transitive,non-links,0.7303370786516854,medium
365,transitive,non-links,0.5168539325842696,low
366,transitive,non-links,0.7303370786516854,medium
367,transitive,links,0.550561797752809,low
368,transitive,non-links,0.8314606741573034,medium
369,transitive,non-links,0.9775280898876404,medium
370,transitive,non-links,0.101123595505618,low
371,transitive,non-links,0.2696629213483146,medium
372,transitive,non-links,0.9887640449438202,medium
373,transitive,non-links,0.0449438202247191,medium
374,transitive,links,0.8876404494382022,low
375,transitive,non-links,0.202247191011236,medium
376,transitive,non-links,0.5842696629213483,medium
377,transitive,links,0.797752808988764,low
378,transitive,non-links,0.3820224719101124,low
379,transitive,non-links,0.2471910112359551,medium
380,transitive,non-links,0.2808988764044944,low
381,transitive,non-links,0.3932584269662921,medium
382,transitive,non-links,0.651685393258427,medium
383,transitive,non-links,0.6404494382022472,medium
384,transitive,non-links,0.4943820224719101,low
385,transitive,non-links,0.5056179775280899,medium
386,transitive,non-links,0.3033707865168539,low
387,transitive,non-links,0.9325842696629214,medium
388,transitive,non-links,0.7752808988764045,medium
389,transitive,non-links,0.4831460674157303,low
390,transitive,non-links,0.5280898876404494,medium
391,transitive,non-links,0.5393258426966292,low
392,transitive,non-links,0.8202247191011236,medium
393,transitive,non-links,0.3146067415730337,medium
394,transitive,non-links,0.3258426966292135,low
395,transitive,non-links,0.4606741573033708,low
396,transitive,non-links,0.3370786516853933,medium
397,transitive,non-links,0.898876404494382,medium
398,transitive,non-links,0.0898876404494382,low
399,transitive,non-links,0.1235955056179775,low
400,transitive,non-links,0.9550561797752809,medium
401,transitive,non-links,0.4269662921348315,low
402,transitive,non-links,0.5730337078651686,medium
403,transitive,non-links,0.4719101123595506,medium
404,transitive,non-links,0.2921348314606742,medium
405,transitive,non-links,0.2359550561797753,medium
406,transitive,non-links,0.0674157303370787,medium
407,transitive,non-links,0.6067415730337078,medium
408,transitive,non-links,0.1348314606741573,medium
409,transitive,non-links,0.8651685393258427,medium
410,transitive,non-links,0.4157303370786517,medium
411,transitive,non-links,0.011235955056179803,medium
412,transitive,non-links,0.3595505617977528,medium
413,transitive,non-links,0.1123595505617978,medium
414,transitive,non-links,0.022471910112359605,medium
415,transitive,non-links,0.1573033707865169,medium
416,transitive,non-links,0.0,medium
417,transitive,non-links,0.9438202247191011,medium
418,transitive,non-links,0.8764044943820225,medium
419,transitive,non-links,0.4382022471910112,low
420,transitive,non-links,0.6292134831460674,low
421,transitive,non-links,0.5955056179775281,low
422,transitive,non-links,0.0449438202247191,low
423,transitive,non-links,0.348314606741573,medium
424,transitive,non-links,0.9662921348314607,medium
425,transitive,non-links,0.1460674157303371,medium
426,transitive,non-links,0.8089887640449438,medium
427,transitive,non-links,0.7303370786516854,medium
428,transitive,non-links,0.5617977528089888,low
429,transitive,non-links,0.2134831460674157,medium
430,transitive,non-links,0.0786516853932584,medium
431,transitive,non-links,0.2247191011235955,medium
432,transitive,non-links,0.8539325842696629,low
433,transitive,non-links,0.8426966292134832,medium
434,transitive,non-links,0.0449438202247191,low
435,transitive,non-links,0.4044943820224719,low
436,transitive,non-links,0.1741573033707865,medium
437,transitive,non-links,0.752808988764045,medium
438,transitive,links,0.6179775280898876,low
439,transitive,non-links,0.1910112359550562,medium
440,transitive,non-links,0.702247191011236,medium
441,transitive,non-links,0.2584269662921348,medium
442,transitive,non-links,0.449438202247191,medium
443,transitive,non-links,0.7865168539325843,medium
444,transitive,non-links,0.6853932584269663,medium
445,hybrid,non-links,0.9662921348314607,medium
446,hybrid,links,0.7191011235955056,medium
447,hybrid,non-links,0.7415730337078652,medium
448,hybrid,non-links,0.4550561797752809,medium
449,hybrid,links,0.7303370786516854,medium
450,hybrid,non-links,0.651685393258427,low
451,hybrid,links,0.8539325842696629,medium
452,hybrid,non-links,0.898876404494382,medium
453,hybrid,non-links,0.7078651685393258,medium
454,hybrid,non-links,0.0786516853932584,low
455,hybrid,non-links,0.9550561797752809,medium
456,hybrid,links,0.1235955056179775,low
457,hybrid,non-links,0.7640449438202247,medium
458,hybrid,non-links,0.9775280898876404,medium
459,hybrid,non-links,0.2247191011235955,low
460,hybrid,non-links,0.4382022471910112,medium
461,hybrid,non-links,0.9887640449438202,medium
462,hybrid,non-links,0.3707865168539326,medium
463,hybrid,links,0.4269662921348315,low
464,hybrid,non-links,0.4157303370786517,medium
465,hybrid,non-links,0.9438202247191011,medium
466,hybrid,links,0.2696629213483146,low
467,hybrid,non-links,0.1460674157303371,low
468,hybrid,non-links,0.2808988764044944,medium
469,hybrid,non-links,0.1348314606741573,low
470,hybrid,non-links,0.5955056179775281,medium
471,hybrid,non-links,0.6629213483146068,medium
472,hybrid,non-links,0.5280898876404494,medium
473,hybrid,non-links,0.101123595505618,low
474,hybrid,non-links,0.550561797752809,medium
475,hybrid,non-links,0.1685393258426966,low
476,hybrid,non-links,0.8764044943820225,medium
477,hybrid,non-links,0.797752808988764,medium
478,hybrid,non-links,0.3033707865168539,low
479,hybrid,non-links,0.3932584269662921,medium
480,hybrid,non-links,0.0674157303370787,low
481,hybrid,non-links,0.8202247191011236,medium
482,hybrid,non-links,0.3370786516853933,medium
483,hybrid,non-links,0.2134831460674157,low
484,hybrid,non-links,0.202247191011236,low
485,hybrid,non-links,0.2584269662921348,medium
486,hybrid,non-links,0.7865168539325843,medium
487,hybrid,non-links,0.0337078651685393,low
488,hybrid,non-links,0.0,low
489,hybrid,non-links,0.8876404494382022,medium
490,hybrid,non-links,0.1573033707865169,low
491,hybrid,non-links,0.4831460674157303,medium
492,hybrid,non-links,0.3595505617977528,medium
493,hybrid,non-links,0.5617977528089888,medium
494,hybrid,non-links,0.3258426966292135,medium
495,hybrid,non-links,0.022471910112359605,medium
496,hybrid,non-links,0.6067415730337078,medium
497,hybrid,non-links,0.3820224719101124,medium
498,hybrid,non-links,0.8314606741573034,medium
499,hybrid,non-links,0.6404494382022472,medium
500,hybrid,non-links,0.1910112359550562,medium
501,hybrid,non-links,0.5393258426966292,medium
502,hybrid,non-links,0.4943820224719101,medium
503,hybrid,non-links,0.0898876404494382,medium
504,hybrid,non-links,0.5056179775280899,medium
505,hybrid,non-links,0.2471910112359551,medium
506,hybrid,non-links,0.9101123595505618,medium
507,hybrid,non-links,0.8089887640449438,medium
508,hybrid,non-links,0.2359550561797753,low
509,hybrid,non-links,0.1797752808988764,low
510,hybrid,non-links,0.6853932584269663,low
511,hybrid,non-links,0.0449438202247191,low
512,hybrid,non-links,0.5842696629213483,medium
513,hybrid,non-links,0.9325842696629214,medium
514,hybrid,non-links,0.1123595505617978,medium
515,hybrid,non-links,0.752808988764045,medium
516,hybrid,non-links,0.6292134831460674,medium
517,hybrid,non-links,0.5730337078651686,low
518,hybrid,non-links,0.4044943820224719,medium
519,hybrid,non-links,0.011235955056179803,medium
520,hybrid,non-links,0.6741573033707865,medium
521,hybrid,non-links,0.6179775280898876,low
522,hybrid,non-links,0.9213483146067416,medium
523,hybrid,non-links,0.5168539325842696,low
524,hybrid,non-links,0.0561797752808989,low
525,hybrid,non-links,0.4550561797752809,medium
526,hybrid,non-links,0.696629213483146,medium
527,hybrid,links,0.348314606741573,low
528,hybrid,non-links,0.4719101123595506,medium
529,hybrid,non-links,0.7752808988764045,medium
530,hybrid,non-links,0.3146067415730337,medium
531,hybrid,non-links,0.2921348314606742,medium
532,hybrid,non-links,0.8426966292134832,medium
533,hybrid,non-links,0.8651685393258427,medium
534,direct,non-links,0.6497175141242938,medium
535,direct,non-links,0.6497175141242938,medium
536,direct,non-links,0.039548022598870025,low
537,direct,non-links,0.6497175141242938,medium
538,direct,non-links,0.6497175141242938,medium
539,direct,non-links,0.2994350282485876,low
540,direct,non-links,0.6497175141242938,medium
541,direct,non-links,0.288135593220339,low
542,direct,non-links,0.6497175141242938,medium
543,direct,non-links,0.16384180790960456,low
544,direct,non-links,0.6497175141242938,medium
545,direct,non-links,0.18644067796610164,low
546,direct,non-links,0.6497175141242938,medium
547,direct,non-links,0.6497175141242938,medium
548,direct,non-links,0.6497175141242938,medium
549,direct,non-links,0.6497175141242938,medium
550,direct,non-links,0.6497175141242938,medium
551,direct,non-links,0.6497175141242938,medium
552,direct,non-links,0.14124293785310738,low
553,direct,non-links,0.6497175141242938,medium
554,direct,non-links,0.6497175141242938,medium
555,direct,non-links,0.6497175141242938,medium
556,direct,non-links,0.0847457627118644,low
557,direct,non-links,0.6497175141242938,medium
558,direct,non-links,0.6497175141242938,medium
559,direct,non-links,0.6497175141242938,medium
560,direct,non-links,0.6497175141242938,medium
561,direct,non-links,0.6497175141242938,medium
562,direct,non-links,0.17514124293785316,low
563,direct,non-links,0.6497175141242938,medium
564,direct,non-links,0.0,low
565,direct,non-links,0.6497175141242938,medium
566,direct,non-links,0.6497175141242938,medium
567,direct,non-links,0.062146892655367214,low
568,direct,non-links,0.05084745762711862,low
569,direct,non-links,0.016949152542372836,low
570,direct,non-links,0.20903954802259883,low
571,direct,non-links,0.6497175141242938,medium
572,direct,non-links,0.23163841807909602,low
573,direct,non-links,0.24293785310734461,low
574,direct,non-links,0.6497175141242938,medium
575,direct,non-links,0.6497175141242938,medium
576,direct,non-links,0.6497175141242938,medium
577,direct,non-links,0.07344632768361581,low
578,direct,non-links,0.6497175141242938,medium
579,direct,non-links,0.0,low
580,direct,non-links,0.6497175141242938,medium
581,direct,non-links,0.6497175141242938,medium
582,direct,non-links,0.6497175141242938,medium
583,direct,non-links,0.6497175141242938,medium
584,direct,non-links,0.6497175141242938,medium
585,direct,non-links,0.6497175141242938,medium
586,direct,non-links,0.6497175141242938,medium
587,direct,non-links,0.6497175141242938,medium
588,direct,non-links,0.6497175141242938,medium
589,direct,non-links,0.6497175141242938,medium
590,direct,non-links,0.6497175141242938,medium
591,direct,non-links,0.6497175141242938,medium
592,direct,non-links,0.6497175141242938,medium
593,direct,non-links,0.6497175141242938,medium
594,direct,non-links,0.096045197740113,low
595,direct,non-links,0.19774011299435024,low
596,direct,non-links,0.15254237288135597,low
597,direct,non-links,0.6497175141242938,medium
598,direct,non-links,0.22033898305084743,low
599,direct,non-links,0.6497175141242938,medium
600,direct,non-links,0.6497175141242938,medium
601,direct,non-links,0.6497175141242938,medium
602,direct,non-links,0.2768361581920904,low
603,direct,non-links,0.6497175141242938,medium
604,direct,non-links,0.6497175141242938,medium
605,direct,non-links,0.6497175141242938,medium
606,direct,non-links,0.2542372881355932,low
607,direct,non-links,0.2655367231638418,low
608,direct,non-links,0.6497175141242938,medium
609,direct,non-links,0.6497175141242938,medium
610,direct,non-links,0.12994350282485878,low
611,direct,non-links,0.6497175141242938,medium
612,direct,non-links,0.6497175141242938,medium
613,direct,non-links,0.02824858757062143,low
614,direct,non-links,0.6497175141242938,medium
615,direct,non-links,0.6497175141242938,medium
616,direct,non-links,0.11864406779661019,low
617,direct,non-links,0.6497175141242938,medium
618,direct,non-links,0.6497175141242938,medium
619,direct,non-links,0.6497175141242938,medium
620,direct,non-links,0.6497175141242938,medium
621,direct,non-links,0.10734463276836159,low
622,direct,non-links,0.6497175141242938,medium
623,transitive,non-links,0.5955056179775281,medium
624,transitive,non-links,0.9213483146067416,medium
625,transitive,non-links,0.6179775280898876,low
626,transitive,non-links,0.2752808988764045,medium
627,transitive,non-links,0.9325842696629214,medium
628,transitive,non-links,0.5168539325842696,low
629,transitive,non-links,0.9550561797752809,medium
630,transitive,non-links,0.8426966292134832,low
631,transitive,non-links,0.8651685393258427,medium
632,transitive,non-links,0.3370786516853933,low
633,transitive,non-links,0.6067415730337078,medium
634,transitive,non-links,0.7752808988764045,low
635,transitive,non-links,0.8876404494382022,medium
636,transitive,non-links,0.7078651685393258,medium
637,transitive,non-links,0.4157303370786517,medium
638,transitive,non-links,0.6741573033707865,medium
639,transitive,non-links,0.9887640449438202,medium
640,transitive,non-links,0.2191011235955056,medium
641,transitive,non-links,0.6853932584269663,low
642,transitive,non-links,0.348314606741573,medium
643,transitive,non-links,0.4943820224719101,medium
644,transitive,non-links,0.9662921348314607,medium
645,transitive,non-links,0.0898876404494382,low
646,transitive,non-links,0.696629213483146,medium
647,transitive,non-links,0.8314606741573034,medium
648,transitive,non-links,0.1123595505617978,medium
649,transitive,non-links,0.9775280898876404,medium
650,transitive,non-links,0.0393258426966292,medium
651,transitive,non-links,0.3595505617977528,low
652,transitive,non-links,0.3258426966292135,medium
653,transitive,non-links,0.101123595505618,low
654,transitive,non-links,0.8764044943820225,medium
655,transitive,non-links,0.651685393258427,medium
656,transitive,non-links,0.7191011235955056,low
657,transitive,non-links,0.3932584269662921,low
658,transitive,non-links,0.7640449438202247,low
659,transitive,non-links,0.5561797752808989,low
660,transitive,non-links,0.3033707865168539,medium
661,transitive,non-links,0.4269662921348315,low
662,transitive,non-links,0.4606741573033708,low
